#disease_state	mutant p53	mutant p53	mutant p53	mutant p53	mutant p53	mutant p53
Probesets	GSM79144	GSM79118	GSM79147	GSM79241	GSM79122	GSM79227
211832_s_at	5.274249	5.316569	5.223437	5.182083	5.270865	5.312004
211833_s_at	6.187054	6.958942	7.00815	7.135661	6.94454	6.756068
211834_s_at	5.463807	5.357105	5.444815	5.293473	5.282126	5.244147
211835_at	6.890152	6.869654	7.018761	7.071704	6.954444	7.28785
211836_s_at	4.774724	4.830051	4.567168	4.773135	4.653916	4.642279
211837_s_at	6.632313	6.382141	6.53155	6.775229	6.573447	6.191198
211838_x_at	5.442849	5.460408	5.394634	5.325165	5.525328	5.427432
211839_s_at	5.987567	5.873146	5.77471	5.731431	5.850868	5.872743
211840_s_at	5.64998	5.547384	5.275489	5.517922	5.433114	5.427436
211841_s_at	6.17376	6.761314	7.007836	6.347181	7.055858	7.166941
211842_s_at	5.627806	5.498815	5.525868	5.721693	5.576726	5.578066
211843_x_at	5.301014	5.247327	4.925273	5.150895	5.589769	6.146564
211844_s_at	5.439854	5.679137	5.3653	5.268695	5.393278	5.371538
211845_at	5.530049	5.307416	5.241387	5.33683	5.311124	5.37185
211846_s_at	6.164327	5.831505	5.876327	5.680099	6.044197	6.062919
211848_s_at	6.667242	6.519565	6.313565	6.432085	6.531623	6.355623
211849_s_at	4.551759	4.611878	4.697139	4.569535	4.605533	4.84647
211851_x_at	6.514325	6.514832	6.568475	6.51649	6.581546	6.619845
211852_s_at	6.749014	6.606279	7.067296	6.292567	6.552873	6.775715
211855_s_at	6.502629	6.545709	6.651722	6.390465	6.466857	6.224111
211856_x_at	5.565148	5.706175	5.401093	5.548128	5.597872	5.709801
211858_x_at	12.518223	12.538832	12.958498	12.226205	12.812416	12.587954
211861_x_at	3.941125	3.928288	3.886072	3.875712	4.044506	3.988992
211862_x_at	7.433673	7.269628	7.241856	7.322143	7.613324	7.657664
211863_x_at	7.010424	7.078277	6.983946	6.8484	7.092184	7.230205
211864_s_at	7.907874	8.140775	8.970142	8.649578	8.672616	8.110319
211865_s_at	5.219187	4.805603	5.043946	4.972434	4.88332	5.248887
211866_x_at	7.31318	7.30084	7.118288	6.959989	7.292226	7.432699
211867_s_at	5.596395	5.512302	5.743101	5.676666	5.617914	6.069494
211868_x_at	6.679103	7.047385	8.051685	7.442295	6.938057	7.650246
211869_at	5.414529	5.210863	5.071552	5.301597	4.982408	5.555683
211870_s_at	6.738199	7.053357	6.695599	6.72686	6.818564	6.961455
211871_x_at	6.438685	6.175622	6.507015	6.182509	6.443165	6.418933
211872_s_at	6.496827	6.526707	6.515218	6.814954	6.454682	6.610085
211873_s_at	7.050885	6.666271	6.708506	6.562526	6.748809	6.930664
211874_s_at	7.177527	6.998229	6.767814	7.572979	6.872159	6.79841
211875_x_at	6.741689	6.593748	6.457541	6.349781	6.611047	6.495018
211876_x_at	5.210905	4.99176	4.944714	4.74637	5.011985	5.096818
211877_s_at	4.46663	4.533317	4.443956	4.510973	4.57149	4.4446
211878_at	4.074623	4.070163	4.202937	4.218304	4.16436	4.022777
211879_x_at	5.730791	5.81687	5.367632	5.138896	5.661461	5.575016
211880_x_at	5.759309	5.649396	5.524579	5.307	5.547271	5.295734
211881_x_at	6.404528	6.550796	7.811149	6.929558	6.837981	9.051346
211882_x_at	7.032756	6.446897	6.501108	6.147398	6.234136	6.615511
211883_x_at	7.359176	6.448198	6.394713	6.281731	6.412968	7.76388
211884_s_at	5.716618	5.550133	5.645989	5.699423	5.741688	5.619191
211885_x_at	6.410442	5.723148	5.813044	5.555701	5.899535	5.974283
211886_s_at	6.606485	6.591004	6.544834	6.650931	6.731417	6.70164
211887_x_at	5.287577	5.326127	5.421433	5.674753	5.212181	5.488601
211888_x_at	7.38641	7.023077	6.630625	6.914769	7.103053	6.846446
211889_x_at	7.379468	6.639309	6.534546	6.18384	6.648821	7.92455
211890_x_at	6.04641	5.522588	5.658154	5.001898	5.726191	5.273951
211891_s_at	5.753209	5.68106	5.626794	5.844163	5.683935	6.093116
211892_s_at	4.701386	4.628885	4.497874	4.589818	4.574991	4.808256
211893_x_at	6.744514	6.658456	6.504742	6.609282	6.453583	6.863851
211894_x_at	7.318592	6.978056	7.120785	7.190273	7.106611	7.119891
211896_s_at	10.243408	10.639277	9.936431	10.460685	10.241438	9.403829
211897_s_at	5.892206	5.770566	5.570562	5.45279	5.613255	5.448707
211898_s_at	6.042634	6.063801	5.688947	5.906475	6.081286	6.013013
211899_s_at	7.351169	7.004969	7.026537	7.280217	6.9814	7.109309
211900_x_at	7.374006	6.906911	6.659787	6.924507	7.079314	6.978622
211901_s_at	5.220617	5.578155	5.487521	5.623449	5.620579	5.233159
211902_x_at	7.486323	8.234556	8.101815	7.951012	7.586633	8.292212
211903_s_at	5.468231	5.449814	5.530768	5.410633	5.434562	5.455999
211904_x_at	5.131641	5.074502	4.754186	4.824857	5.196875	4.865995
211905_s_at	5.152853	4.748105	4.894601	4.799633	4.635555	5.777936
211906_s_at	4.271068	4.000204	3.926785	3.981415	4.028506	4.112443
211907_s_at	5.796813	5.929678	5.744478	5.969649	5.958049	5.833015
211908_x_at	7.027864	7.2619	8.073863	7.371778	6.849193	7.701058
211909_x_at	3.669057	3.624722	3.788959	3.720692	3.619117	3.415845
211910_at	5.848283	5.710095	5.668765	5.8247	5.76732	5.733612
211911_x_at	10.867347	12.340127	12.603302	11.710772	11.796109	12.709468
211912_at	4.829042	4.400457	4.318577	4.434817	4.622668	4.237856
211913_s_at	4.399993	4.732931	4.897321	4.647945	4.601762	4.764699
211914_x_at	5.747733	5.392576	5.512011	5.609513	5.631129	5.358814
211915_s_at	5.311272	5.103848	5.275479	4.963212	5.268288	5.366554
211916_s_at	6.475906	6.190178	5.973251	6.018945	6.098854	6.097915
211917_s_at	4.697118	4.913144	4.588406	4.889635	4.397598	5.285506
211918_x_at	8.071442	7.803453	7.487735	7.761479	7.695312	7.849274
211919_s_at	7.944621	8.94059	8.653986	8.965907	9.826282	9.637095
211920_at	6.320967	6.602184	6.419849	6.661063	6.324234	6.181406
211921_x_at	12.794924	12.421905	12.719206	12.959453	12.897981	12.527604
211922_s_at	7.106293	6.158314	7.843172	6.761632	6.583072	7.46044
211923_s_at	4.016454	3.921256	3.661152	3.901166	3.869893	3.931838
211924_s_at	8.530085	8.689957	8.997172	8.317338	8.702409	8.923619
211925_s_at	3.666072	3.614264	3.513037	3.663623	3.562414	3.617461
211926_s_at	10.008645	9.758832	10.007826	10.195149	10.13225	10.323082
211927_x_at	12.554653	12.692408	12.948446	12.911665	12.750607	12.912369
211928_at	9.451972	9.531777	9.292837	9.728183	9.495625	9.019985
211929_at	8.817356	8.77301	8.845796	8.804791	8.895208	8.574318
211930_at	7.179708	7.00062	6.788854	7.213648	7.226279	7.121973
211931_s_at	8.585306	9.375229	9.998658	9.649412	9.141768	10.335159
211932_at	7.396155	7.779154	7.91577	8.124261	8.293154	8.298647
211933_s_at	9.181693	9.089402	9.364831	9.637845	9.674707	10.248108
211934_x_at	9.622455	10.321582	10.113881	9.870015	9.103448	9.985832
211935_at	9.154827	10.221448	10.254024	10.924894	10.393485	10.319759
211936_at	10.708997	11.319793	11.450618	10.888872	10.794269	11.602146
211937_at	9.722711	9.55613	8.755635	10.09862	9.49763	9.610219
211938_at	9.19641	9.565531	9.276148	9.93806	9.476466	9.566431
211939_x_at	10.355719	11.775761	10.733776	10.504255	10.819711	11.011655
211940_x_at	12.173417	13.023254	12.825828	12.52549	13.056524	12.820729
211941_s_at	10.30453	10.032693	10.243307	10.751252	10.572202	10.805762
211942_x_at	12.153199	11.695819	11.54652	12.487511	12.141378	12.383738
211943_x_at	12.593878	12.5507	12.565517	12.671745	12.746	12.195935
211944_at	8.402447	8.83714	8.898361	9.000974	8.839784	9.048496
211945_s_at	11.332015	11.163528	11.670919	11.311786	11.295801	11.129039
211946_s_at	9.756201	9.970973	10.316037	9.897155	10.102467	10.501065
211947_s_at	8.283923	8.408724	8.922838	8.752622	8.59239	8.672778
211948_x_at	9.599176	9.639406	9.659848	9.847234	9.402727	8.965048
211949_s_at	7.056361	7.043655	7.019873	7.729038	6.821207	7.172753
211950_at	8.993632	8.830141	9.718623	9.14556	9.794251	9.245321
211951_at	8.923983	9.562571	9.310663	9.982622	9.990354	9.902974
211952_at	4.585919	4.749438	5.027374	5.441483	5.739975	5.664319
211953_s_at	5.948236	6.068787	7.624684	6.567714	7.881541	7.79467
211954_s_at	8.044543	7.874947	8.477662	8.472194	9.149958	9.200104
211955_at	7.903067	7.315014	8.098936	7.761704	8.991945	9.002078
211956_s_at	12.049415	11.608553	11.694577	12.223545	12.289705	11.927202
211958_at	6.729845	8.902854	7.346656	7.987392	6.910009	7.216605
211959_at	10.846136	12.557045	11.642543	12.030776	11.29266	10.80893
211960_s_at	8.344927	8.622857	9.532493	7.71844	9.214945	8.522296
211961_s_at	9.723014	9.975731	10.417184	9.27259	10.602404	9.536207
211962_s_at	10.064022	9.733323	10.095875	9.574429	9.684849	10.094927
211963_s_at	9.89952	10.274252	11.148333	10.480576	11.030784	11.001523
211964_at	11.606427	11.128435	10.951797	11.45576	11.854999	11.929039
211965_at	7.77512	7.553089	7.49629	7.20077	7.627375	8.17029
211966_at	8.006308	8.053028	7.904232	8.396971	8.507129	9.354543
211967_at	8.988976	9.537022	10.507582	8.129584	10.545983	10.60347
211968_s_at	11.567237	11.27244	11.592073	12.461397	11.363289	11.524057
211969_at	11.126039	11.661254	11.606598	12.098361	11.734934	11.530154
211970_x_at	13.026098	12.935711	13.18187	13.411664	13.013558	13.027025
211971_s_at	9.47389	8.949364	9.729764	9.38805	9.422512	10.400992
211972_x_at	12.955156	12.584885	12.708686	13.354346	13.11949	13.010682
211973_at	5.816128	5.585454	5.654246	5.91036	5.928134	6.058486
211974_x_at	10.016067	10.122367	10.013627	10.640507	9.876693	10.157777
211975_at	8.680606	9.196817	8.802047	9.172739	8.75671	9.153983
211976_at	9.617851	9.41945	8.929706	9.595333	9.76645	8.679081
211977_at	7.775372	7.685921	7.849963	7.221037	7.665668	7.843636
211978_x_at	13.485752	13.478818	13.426799	13.564157	13.272861	13.416506
211979_at	8.671955	8.468684	9.013749	8.76163	8.62688	8.705301
211980_at	11.28929	10.933464	10.81367	11.092258	11.301828	11.213859
211981_at	9.530857	9.314452	9.122968	9.534188	9.730199	10.074667
211982_x_at	8.729069	9.488617	9.007676	9.710602	9.555464	9.428382
211983_x_at	12.874753	12.668197	12.925332	13.267992	12.783531	12.823538
211984_at	9.484193	9.254983	9.552061	10.441656	9.6261	8.920878
211985_s_at	7.659872	7.588083	7.720023	8.750688	7.77109	7.69571
211986_at	10.435621	10.662206	9.873453	11.019763	10.1082	10.104126
211987_at	7.773769	8.127168	8.762477	8.611205	8.51769	8.778955
211988_at	8.748437	9.120113	9.424588	9.686746	11.097395	9.605621
211989_at	8.224976	8.642892	9.130504	8.953003	9.637183	9.27431
211990_at	10.994074	11.916345	11.130552	11.776147	11.463925	11.600632
211991_s_at	9.166806	11.038609	9.88424	10.502277	9.87538	11.123121
211992_at	8.43896	8.898989	8.343359	9.74482	9.863393	8.764453
211993_at	7.352414	7.210363	6.879601	8.24174	7.544787	6.6555
211994_at	8.543431	8.844137	8.591886	9.127288	9.660088	8.694444
211995_x_at	12.771453	12.783434	13.130199	13.402299	12.890234	12.991785
211996_s_at	9.698978	9.475453	8.564733	10.009413	9.979912	8.873471
211997_x_at	12.011549	11.372028	12.177229	12.494214	11.042677	12.984456
211998_at	9.187541	8.024683	7.877751	8.55277	8.436948	8.858207
211999_at	11.162243	10.619098	11.142953	11.678697	11.342745	11.688159
212000_at	5.228796	5.311728	5.001845	5.405311	5.547862	5.155627
212001_at	8.571666	8.461376	8.08738	8.561632	8.602318	8.027145
212002_at	8.108908	8.101157	8.150268	8.181186	7.919118	8.195261
212003_at	6.9868	7.154318	7.45363	7.209697	7.130522	7.251837
212004_at	8.938998	8.799167	9.085568	8.944764	9.056409	9.149068
212005_at	7.802292	7.842846	7.966438	7.904654	8.168319	7.827127
212006_at	7.152944	7.704707	8.256993	7.638407	8.137222	7.295472
212007_at	9.73626	10.086409	9.993897	10.651045	9.870641	9.105626
212008_at	7.556381	7.894814	8.224022	7.323171	7.482015	7.646324
212009_s_at	6.366369	7.127817	7.47026	6.699138	6.493225	7.575526
212010_s_at	8.106816	8.747689	9.498727	7.951529	8.92122	8.842986
212012_at	9.425172	9.689152	10.426895	9.350039	9.953675	7.820106
212013_at	9.198131	9.401381	10.240986	9.062157	10.012584	7.801437
212014_x_at	8.492288	8.279073	9.680028	9.200054	8.552226	9.654545
212015_x_at	10.004221	10.151199	10.21252	10.066304	10.209302	9.774638
212016_s_at	7.109069	7.587484	7.973035	7.52847	7.39932	7.912388
212017_at	9.023293	9.044172	8.88102	9.277738	9.749003	8.848182
212018_s_at	7.497911	8.158427	8.229153	8.037441	8.795392	8.768833
212019_at	5.869857	6.092953	4.984451	7.20408	6.284445	6.099957
212020_s_at	7.288494	7.21141	7.944376	7.629206	8.206647	8.222343
212021_s_at	7.091627	7.072384	7.888465	7.108509	7.190964	8.719466
212022_s_at	6.695014	6.717096	7.483605	6.223129	7.224025	8.490751
212023_s_at	7.132601	7.188611	7.324479	8.17098	7.833842	7.564394
212024_x_at	9.085989	9.093612	9.228473	9.363869	9.662162	8.861241
212025_s_at	7.89622	7.672857	8.032244	7.999759	8.374402	7.576062
212026_s_at	7.571441	7.335545	7.520336	7.657665	7.387583	7.559844
212027_at	7.482443	7.045178	6.664784	8.260286	6.147521	6.327798
212028_at	8.741033	8.496604	8.236433	8.74563	8.05982	8.315953
212029_s_at	5.143071	4.979734	5.182637	5.367175	5.030386	4.908829
212030_at	8.158075	7.92069	7.791608	8.625652	7.955605	8.008892
212031_at	8.669889	8.256572	8.185984	8.237607	8.102128	8.09129
212032_s_at	8.199692	8.565662	8.122034	9.03333	8.514071	7.926589
212033_at	9.098313	8.857553	8.479214	8.947225	8.926711	8.451432
212034_s_at	9.247088	8.375797	8.986959	9.632498	8.557637	8.830113
212035_s_at	7.830747	7.48203	7.335708	8.180765	7.409672	7.780694
212036_s_at	7.851224	8.246902	8.747918	8.701672	8.157284	9.101108
212037_at	7.301897	7.842385	8.196658	8.267312	8.434545	8.264214
212038_s_at	8.226306	9.03733	9.102518	8.693694	8.77153	9.002074
212039_x_at	12.93924	12.837381	12.804946	13.045305	13.187002	12.762775
212040_at	7.753351	7.321501	7.742295	7.885872	8.052771	7.847727
212041_at	8.979118	9.234714	10.26182	9.075114	9.492462	9.25231
212042_x_at	11.302077	11.453589	11.460668	11.988418	11.576175	11.777968
212043_at	10.047504	9.524422	9.628994	9.745016	9.62691	9.665221
212044_s_at	7.305308	7.247241	7.664114	7.727624	7.820797	7.251816
212045_at	8.712882	8.5982	8.738765	8.376361	8.777404	8.613455
212046_x_at	8.681483	8.752095	8.30492	8.912276	9.093031	8.291333
212047_s_at	8.46328	8.641584	8.319128	8.835964	8.600825	8.251292
212048_s_at	9.648573	9.552008	9.934819	9.496447	9.66468	10.071101
212049_at	8.884102	8.533964	8.468328	9.200525	9.58252	8.71261
212050_at	7.79547	8.169213	7.865896	8.595262	9.278022	7.627603
212051_at	8.816001	9.438811	9.073147	9.86752	10.383076	9.024283
212052_s_at	8.485733	9.212732	8.273783	8.878015	8.628285	7.931682
212053_at	10.054029	10.783441	9.934246	10.627156	10.469954	10.273556
212054_x_at	8.579036	9.252935	8.383027	8.885339	8.406683	8.430755
212055_at	6.947158	8.106381	7.683165	6.98165	8.041576	9.295769
212056_at	9.361396	8.995208	8.943063	9.585901	8.674498	9.115867
212057_at	10.042082	9.001824	9.349738	9.669886	8.694515	9.302102
212058_at	9.570804	9.065499	9.724825	8.977037	9.107543	9.570783
212059_s_at	7.171045	7.128579	7.89568	7.558986	7.87349	7.542
212060_at	6.627481	6.786225	7.617568	5.967351	7.184687	6.603371
212061_at	7.236885	7.912134	7.286674	7.882733	8.277677	7.553263
212062_at	8.056255	9.19995	8.654651	9.327666	9.012805	8.431928
212063_at	9.998669	10.420412	10.455335	11.106518	10.256142	10.807414
212064_x_at	8.375751	8.692799	8.331315	9.334282	9.469975	8.2686
212065_s_at	7.034418	6.465217	6.407798	6.700847	6.61237	6.79153
212066_s_at	10.09059	9.373459	9.786942	9.662585	9.912344	9.765664
212067_s_at	9.300717	9.775962	9.779166	9.791649	9.656163	9.692159
212068_s_at	9.203404	9.091626	9.263263	9.121515	9.134573	9.269536
212069_s_at	8.305535	8.018237	7.976362	8.041499	8.225698	8.356184
212070_at	9.874448	9.345997	10.32342	8.812172	10.221546	10.151126
212071_s_at	10.510164	8.975471	10.170078	10.002256	9.946362	9.930437
212072_s_at	8.350393	8.617484	8.964431	8.710144	8.19822	8.299397
212073_at	7.09964	7.236321	6.981271	7.38514	6.911949	6.527056
212074_at	9.927315	9.736354	10.098711	9.160787	8.930547	9.176017
212075_s_at	7.365814	7.611813	7.956419	7.553039	7.012252	7.555323
212076_at	7.462788	7.256797	7.501247	7.434164	7.473231	7.855898
212077_at	10.566684	10.801388	11.154915	10.548172	11.379364	10.949609
212078_s_at	8.2234	7.926847	7.997806	8.040554	7.808457	8.056409
212079_s_at	6.129918	6.069254	6.057979	6.211602	5.697693	6.257959
212080_at	8.186654	8.001786	8.325824	8.183272	8.561744	8.33812
212081_x_at	8.80631	9.043325	8.951487	9.044521	9.503763	8.446757
212082_s_at	11.48773	11.381717	11.459275	11.534957	11.464089	11.405483
212083_at	9.616443	9.389509	9.384192	9.900626	10.542867	9.661133
212084_at	7.031503	7.031492	7.035462	7.080082	7.104491	7.155292
212085_at	9.350285	9.849274	10.552994	10.282824	9.818156	9.960371
212086_x_at	9.233318	9.525234	10.180859	9.715088	9.942314	9.960889
212087_s_at	7.777868	7.582302	7.732554	8.010998	7.615994	7.455162
212088_at	7.875149	7.896066	8.793589	7.779859	7.920412	8.494512
212089_at	8.6636	8.793169	9.434171	8.849196	9.248915	8.719388
212090_at	8.18357	8.856673	8.156483	7.692556	8.348622	7.974481
212091_s_at	8.708521	9.054396	9.419427	9.088647	8.816594	9.182834
212092_at	7.723569	6.141827	6.29109	7.49687	7.56288	7.619761
212093_s_at	6.797939	7.411186	7.256962	7.290739	6.955702	7.763126
212094_at	9.679455	5.022913	6.516954	8.701227	8.873216	7.413903
212095_s_at	8.492529	9.049398	8.687175	9.432488	8.382719	8.915969
212096_s_at	8.482854	9.464658	9.146446	9.274386	8.709423	9.150929
212097_at	9.591838	8.663751	8.769904	8.77366	9.758539	7.844901
212098_at	8.387371	8.294288	8.393385	8.795312	8.847342	8.358727
212099_at	10.910157	11.146274	8.982338	10.896052	10.07365	8.874742
212100_s_at	8.305968	8.39992	8.401924	8.776573	8.585095	9.031558
212101_at	9.270934	9.67345	9.756786	9.192372	9.44029	8.919456
212102_s_at	5.632641	5.503316	5.3524	5.324792	5.509684	5.640058
212103_at	8.114581	9.019565	8.583675	7.994321	8.294188	7.490545
212104_s_at	8.730087	8.562418	9.208095	9.125989	9.402135	9.54353
212105_s_at	4.276189	4.443498	4.597162	4.431277	4.358243	5.03515
212106_at	7.531227	8.307999	7.210554	8.610715	6.847559	6.971644
212107_s_at	6.630605	6.267909	7.277735	7.021183	6.542262	7.254454
212108_at	8.136849	9.490721	8.392772	9.397921	7.851248	8.194263
212109_at	7.976851	8.803399	7.732275	8.025929	8.540378	8.09527
212110_at	8.066698	8.909324	9.324887	9.449952	8.805045	8.569193
212111_at	7.52033	7.449195	8.341692	7.8791	7.625643	7.433344
212112_s_at	8.580364	8.684981	9.229496	8.856231	8.72121	8.69942
212113_at	7.707863	7.162806	6.962587	7.448209	6.898946	7.233492
212114_at	10.184303	9.384099	9.720805	10.013235	9.900006	9.885831
212115_at	9.981033	10.695215	9.849134	11.058298	10.824864	10.720979
212116_at	8.609276	8.156756	8.707536	8.502703	8.295391	8.750241
212117_at	8.481933	7.86071	8.474287	8.184845	8.788341	8.367262
212118_at	8.50607	8.726351	9.46605	8.800706	9.131684	9.067121
212119_at	9.408357	8.602179	9.330028	9.280542	9.511897	9.316252
212120_at	9.691746	9.147908	9.896649	9.354302	10.031026	9.49676
212121_at	7.383507	7.42401	8.138844	7.961	7.835873	7.781163
212122_at	4.934849	4.668375	5.78808	4.934498	5.998785	5.54865
212123_at	9.154552	8.848301	8.90804	9.052843	9.012131	8.784586
212124_at	9.706919	10.10451	9.949953	10.621652	10.090872	9.452876
212125_at	6.96321	6.865721	6.834114	6.934791	6.594963	7.444266
212126_at	9.237469	9.02656	8.683387	9.388561	9.988796	9.18044
212127_at	9.201783	8.676884	9.00524	9.070526	8.867588	8.952518
212128_s_at	6.406016	6.87284	7.045189	7.044394	6.856465	7.257643
212129_at	9.267501	9.360013	10.054481	9.431064	9.396131	9.457932
212130_x_at	11.240359	11.016881	11.125295	11.822135	12.266777	11.322152
212131_at	8.11776	8.867338	8.396481	9.38459	9.430095	9.485186
212132_at	7.633409	8.035093	8.522689	8.902049	8.43841	9.320741
212133_at	7.890423	7.88956	8.267231	7.959987	7.867776	8.246153
212134_at	7.55998	7.62936	8.121317	7.946305	7.925018	7.555952
212135_s_at	9.461765	8.861923	9.541762	9.606803	9.617512	9.331023
212136_at	8.370241	7.792529	8.810991	8.783312	8.62987	8.226227
212137_at	9.264559	10.284677	10.155426	9.907184	9.955864	9.604736
212138_at	8.190395	8.580016	8.954138	8.645333	8.368888	8.160105
212139_at	8.083554	7.647758	7.738209	8.209379	7.922336	7.997697
212140_at	8.700598	8.408987	8.625984	8.607706	8.466843	8.330922
212141_at	7.021991	7.471122	8.026409	7.729691	8.298938	8.092032
212142_at	5.078992	5.111266	5.644056	5.506795	5.601813	6.153498
212143_s_at	7.949831	8.196444	8.142337	8.480414	8.197564	8.271114
212144_at	8.74685	8.386631	8.944585	8.901413	9.809209	8.779318
212145_at	7.64574	8.447345	8.118862	8.464281	7.945042	8.046284
212146_at	7.434295	7.259943	7.651704	7.353319	7.714373	7.346729
212147_at	7.014125	7.424744	7.40097	7.431472	7.551061	7.062747
212148_at	8.214206	9.844993	9.491851	9.74089	9.34279	8.793664
212149_at	9.884491	10.695809	9.615309	11.40583	10.491522	10.051408
212150_at	8.613888	9.875508	9.04882	10.985059	9.66375	9.923375
212151_at	9.327989	10.310936	9.842116	10.4368	9.504328	9.380563
212152_x_at	9.513119	9.462768	9.78006	9.346767	9.470579	9.106688
212153_at	9.060314	9.259822	9.180774	9.33373	9.553234	9.521312
212154_at	7.697109	8.263279	9.081953	10.771379	9.026827	10.430955
212155_at	9.648063	10.174614	10.244318	9.69466	9.458897	9.632273
212156_at	7.737935	7.735312	7.457347	7.863364	7.626916	7.506592
212157_at	7.81816	8.039975	7.815066	10.369822	8.832321	8.916297
212158_at	7.8991	8.447965	9.332954	11.006498	9.714784	10.031991
212159_x_at	8.536808	9.087099	9.041178	9.446087	8.742834	8.604866
212160_at	8.379644	8.400022	8.595818	8.775444	8.892571	9.07017
212161_at	6.899228	6.804502	6.585531	6.89996	6.903866	6.460435
212162_at	6.708904	6.70032	6.900493	6.812252	6.499966	6.833026
212163_at	8.600345	8.844179	9.441761	9.140681	9.197784	8.069815
212164_at	7.007022	7.37246	7.676156	6.828258	7.974623	7.181568
212165_at	8.070658	9.260158	9.50435	8.815613	9.059908	9.806813
212166_at	7.823656	8.185965	7.793766	8.119208	7.658742	7.834369
212167_s_at	8.189177	8.339007	8.360322	8.660095	8.259105	8.016816
212168_at	6.652307	8.087813	8.469324	7.592259	7.513436	8.129201
212169_at	10.182053	9.614463	9.837757	9.309452	10.526627	9.609516
212170_at	6.553954	6.374593	6.613194	6.709803	7.273367	6.747223
212171_x_at	9.120617	8.689987	8.89709	8.67418	10.055095	10.254631
212172_at	4.804133	4.590889	4.665529	4.578519	4.744934	4.654145
212173_at	6.519741	6.619515	6.808748	6.244027	7.174365	6.368069
212174_at	7.379389	8.215497	8.752234	7.017866	8.820893	8.387353
212175_s_at	8.206195	8.520023	8.383936	8.000222	8.076523	9.703912
212176_at	8.515503	8.61938	8.449821	8.053618	8.665986	8.261091
212177_at	8.107495	8.027768	7.319203	7.42465	7.531899	7.525682
212178_s_at	8.454563	7.889693	8.001463	8.209265	7.320576	8.102998
212179_at	8.321145	8.599716	7.983024	8.230035	9.383847	8.351509
212180_at	8.744583	8.724555	8.910958	9.529943	8.904987	8.681128
212181_s_at	8.655579	7.880894	7.377112	8.503227	7.99356	7.890542
212182_at	4.094166	3.895586	4.108872	4.131022	4.160094	3.965044
212183_at	7.260045	6.916822	6.544931	7.802066	7.341669	7.18509
212184_s_at	7.52955	8.454444	8.810803	8.078227	8.256721	8.388035
212185_x_at	12.261236	11.707229	12.062658	12.245701	12.96888	12.633987
212186_at	9.420963	9.447619	8.976605	9.774723	9.659988	9.648635
212187_x_at	8.460514	8.694821	8.544975	8.260851	8.571918	8.220217
212188_at	8.707723	9.186322	8.942951	9.530298	8.293694	9.028811
212189_s_at	8.267617	8.143592	8.339863	8.027596	8.776241	8.285681
212190_at	9.205197	9.306806	8.282428	10.247732	9.208833	9.92252
212191_x_at	11.725183	11.363985	12.251117	11.535046	12.040675	12.006489
212192_at	8.534043	8.99184	8.710653	8.978509	8.388138	8.901548
212193_s_at	8.680428	9.214576	8.649917	8.89142	8.653861	8.360273
212194_s_at	7.041808	7.502314	7.732985	7.066819	7.104956	7.719721
212195_at	8.953756	10.077633	9.549222	9.93682	9.166856	8.978119
212196_at	8.22115	8.757197	8.129572	8.417383	7.775662	8.239213
212197_x_at	9.903049	9.598621	9.723346	10.434752	10.551199	9.294329
212198_s_at	8.04318	8.472916	8.478694	8.381491	8.295762	7.868133
212199_at	8.510311	9.549921	8.848036	9.226442	8.64278	8.306581
212200_at	6.7741	6.968188	6.962683	7.37462	7.242725	7.418203
212201_at	7.237336	6.070433	7.113687	6.532849	6.641977	7.200511
212202_s_at	9.538693	9.323289	9.559261	9.573822	8.714821	8.55806
212203_x_at	11.740754	12.296103	12.991794	11.803452	11.274382	12.281094
212204_at	10.134996	10.070768	10.36236	10.130753	9.755297	9.366897
212205_at	9.919808	9.649386	9.156585	10.165294	9.949061	8.667484
212206_s_at	8.388554	8.08711	7.748797	8.702674	8.417949	7.461272
212207_at	7.183098	7.034354	6.999623	7.611444	7.292778	7.209908
212208_at	8.500446	8.385368	8.199368	9.352751	8.513249	8.617477
212209_at	7.42173	8.08367	7.643494	8.269879	8.317815	8.455533
212210_at	5.273703	5.254904	5.406055	5.076017	5.256458	5.156236
212211_at	9.338686	7.907937	7.99999	7.736517	7.122316	8.021297
212212_s_at	8.460155	8.590338	8.316487	8.130428	8.070989	8.17938
212213_x_at	8.162458	8.848937	8.396741	8.218988	9.278612	8.374359
212214_at	6.657069	8.007999	7.279723	7.093067	7.664832	7.473036
212215_at	7.241884	7.673876	7.517573	7.477781	8.127929	8.037862
212216_at	7.354198	7.353949	6.790044	7.179992	7.025061	8.062476
212217_at	7.075075	7.105136	7.098895	7.03259	7.140999	7.956168
212218_s_at	10.551041	10.326355	8.721649	10.839994	8.110084	8.616419
212219_at	9.104826	8.806924	9.820908	8.778811	9.110413	9.845235
212220_at	7.663648	6.656464	7.742804	7.734401	6.868865	7.786544
212221_x_at	9.14482	9.259312	9.074745	9.703321	9.275529	8.39719
212222_at	8.057357	7.9862	8.018238	8.033554	9.188429	8.265626
212223_at	8.370654	8.486261	8.351038	8.828787	8.232484	7.643867
212224_at	5.07728	5.251589	4.477281	4.227148	3.774141	4.382271
212225_at	5.547697	5.015385	5.128189	5.386224	5.880837	5.331492
212226_s_at	9.276846	8.965788	9.011881	9.791682	8.42537	8.740195
212227_x_at	11.349092	10.993538	11.193567	11.834746	12.364962	11.314059
