affy_Mouse430_2
Probe ID	Genbank Acc
1453704_at	AV151026
1453705_at	AK020961
1453706_at	AV152654
1453707_at	AK015599
1453708_a_at	AK019582
1453709_at	AV172660
1453710_at	AV266190
1453711_at	AK020904
1453712_a_at	BB828559
1453713_s_at	AK016052
1453714_a_at	BB504666
1453715_at	AK015921
1453716_at	AK015602
1453717_s_at	AK016396
1453718_at	AK013411
1453719_at	AK015714
1453720_at	AK011693
1453721_a_at	AK015878
1453722_s_at	BF682801
1453723_x_at	AK003190
1453724_a_at	AK012411
1453725_a_at	AK012225
1453726_s_at	AK013022
1453727_at	BB612598
1453728_a_at	AK003008
1453729_a_at	BF578245
1453730_at	AK015593
1453731_a_at	AK015888
1453732_at	BF533688
1453733_a_at	AK017833
1453734_at	BF165715
1453735_at	BF535440
1453736_s_at	BG923812
1453737_at	BI157060
1453738_at	BI664973
1453739_at	BG087157
1453740_a_at	BI112766
1453741_x_at	AA200940
1453742_at	BG087455
1453743_x_at	AK016517
1453744_a_at	AK017451
1453745_at	AK012332
1453746_at	AI606033
1453747_at	BB620330
1453748_a_at	BG082989
1453749_at	BB749723
1453750_x_at	BI654600
1453751_at	AK017828
1453752_at	BF453369
1453753_at	AK012919
1453754_at	AK015229
1453755_at	BM951302
1453756_at	BM948078
1453757_at	AI639807
1453758_at	AK014021
1453759_at	AK019597
1453760_at	BG963598
1453761_at	AA275278
1453762_at	AK010160
1453763_at	AA690074
1453764_at	BG087883
1453765_at	AK020738
1453766_a_at	AK016516
1453767_a_at	AK008226
1453768_a_at	AK005776
1453769_at	BI466124
1453770_at	AV294399
1453771_at	BF144687
1453772_at	BI696936
1453773_at	AK017749
1453774_at	BG088695
1453775_at	AI508470
1453776_at	BB632998
1453777_a_at	AK014990
1453778_at	AA794479
1453779_at	AK005809
1453780_at	AA863600
1453781_at	AK009527
1453782_at	BI737125
1453783_at	BE864772
1453784_at	BC027439
1453785_at	AK019872
1453786_at	BI248587
1453787_at	AK015667
1453788_at	AK018038
1453789_at	AI117479
1453790_at	AK012397
1453791_at	BB648310
1453792_at	BG147174
1453793_at	AI036213
1453794_at	BQ265161
1453795_at	BI872590
1453796_a_at	AK016275
1453797_at	AK010147
1453798_at	AK014621
1453799_at	AK020460
1453800_at	BF178615
1453801_at	AK004155
1453802_at	BB609888
1453803_at	AK009914
1453804_a_at	AK011550
1453805_at	BB648622
1453806_at	AA940525
1453807_at	BI730484
1453808_at	AK008958
1453809_at	AK008654
1453810_at	BB590516
1453811_at	AA543265
1453812_at	AK018295
1453813_at	BB749845
1453814_at	BE952702
1453815_at	AK011893
1453816_at	AK019991
1453817_at	AK018242
1453818_a_at	AK019108
1453819_x_at	AK016910
1453820_at	AK020810
1453821_at	BQ033064
1453822_at	BG916281
1453823_a_at	BG085812
1453824_at	BG085812
1453825_at	BG296369
1453826_at	BQ179596
1453827_at	AI450336
1453828_at	AK016534
1453829_at	BE948719
1453830_at	BB642740
1453831_at	BF019231
1453832_at	BG277179
1453833_a_at	AK011680
1453834_at	BB857377
1453835_at	AK015707
1453836_a_at	AK006949
1453837_at	BB867666
1453838_at	AK018831
1453839_a_at	AK004672
1453840_at	AK005009
1453841_at	BG061080
1453842_at	AK015421
1453843_at	BF384198
1453844_at	AK009012
1453845_at	BB751067
1453846_at	AK012891
1453847_at	BB311547
1453848_s_at	AK002774
1453849_s_at	AK013709
1453850_at	BM935058
1453851_a_at	AK007410
1453852_at	BB224909
1453853_a_at	AI481688
1453854_at	AK008237
1453855_at	BG295762
1453856_at	AK016700
1453857_at	AK013941
1453858_at	AU080926
1453859_at	BB612685
1453860_s_at	BB600983
1453861_at	AW493555
1453862_at	AK015507
1453863_at	AI430424
1453864_at	AK014097
1453865_a_at	AK010750
1453866_a_at	AK007734
1453867_at	AK014858
1453868_at	AK016821
1453869_at	BC017543
1453870_at	AK007531
1453871_at	BB543480
1453872_at	AV259687
1453873_at	AV281027
1453874_at	AV278276
1453875_at	AK008024
1453876_at	AK006818
1453877_at	AK015518
1453878_at	BB543320
1453879_at	AK006033
1453880_s_at	AK015391
1453881_x_at	AK015808
1453882_at	AK006591
1453883_at	AK016907
1453884_at	AK015052
1453885_at	AK012771
1453886_a_at	AK017037
1453887_a_at	AK017465
1453888_at	AK016705
1453889_at	AK015492
1453890_at	AK016162
1453891_at	AK009381
1453892_at	AK020826
1453893_at	AK016796
1453894_at	AK017052
1453895_at	AK021227
1453896_at	AK015986
1453897_at	BB356354
1453898_at	AK009352
1453899_at	AK015717
1453900_at	AK006077
1453901_at	BB016623
1453902_at	AI661934
1453903_at	AK015617
1453904_at	AK015926
1453905_at	AI450583
1453906_at	AI562059
1453907_at	AK021138
1453908_at	AK019450
1453909_at	AK015708
1453910_at	AK015653
1453911_at	AK019816
1453912_at	AK016584
1453913_a_at	BE691515
1453914_at	AK019498
1453915_a_at	AK012071
1453916_at	AK017010
1453917_at	AK017110
1453918_at	AK016929
1453919_at	AU041304
1453920_a_at	BB000068
1453921_at	AV262303
1453922_at	AK019551
1453923_at	AK016114
1453924_a_at	AK014673
1453925_at	AK015237
1453926_at	AK017045
1453927_at	AV250628
1453928_a_at	AK017822
1453929_at	AK015699
1453930_at	AK003729
1453931_at	AK017553
1453932_at	AK016502
1453933_at	AK017066
1453934_at	AK015975
1453935_a_at	AK016006
1453936_at	BQ032796
1453937_at	AK016719
1453938_at	AK020395
1453939_x_at	AK019325
1453940_at	AK012985
1453941_at	AK016333
1453942_at	AK007250
1453943_a_at	AK020693
1453944_at	AK017398
1453945_at	AK009168
1453946_a_at	AK017691
1453947_at	BB091323
1453948_at	AV267921
1453949_s_at	AK016021
1453950_a_at	AK014963
1453951_a_at	AK015497
1453952_at	AK016278
1453953_at	AK018624
1453954_a_at	AK018829
1453955_a_at	AK015916
1453956_a_at	AK016370
1453957_a_at	AK011797
1453958_at	AK011866
1453959_at	AK006897
1453960_a_at	AK007209
1453961_a_at	AV290465
1453962_at	AK005930
1453963_at	AK005450
1453964_at	AK006189
1453965_at	AK015296
1453966_at	AW457695
1453967_at	AI414504
1453968_at	AK019523
1453969_at	AK014414
1453970_at	AK014713
1453971_at	AK018435
1453972_x_at	AK005207
1453973_s_at	AK013719
1453974_at	AA144707
1453975_a_at	AK015107
1453976_at	BB624514
1453977_at	AK014499
1453978_at	AK019541
1453979_at	AK013872
1453980_at	BB650926
1453981_at	BB624336
1453982_at	AK016849
1453983_a_at	BC003467
1453984_at	BG801705
1453985_at	AK002307
1453986_at	AK010719
1453987_at	AK013278
1453988_a_at	AK014703
1453989_at	AK012293
1453990_at	AK016119
1453991_at	AK013198
1453992_at	AK015633
1453993_a_at	AK014659
1453994_at	AK013815
1453995_a_at	AK017819
1453996_a_at	AK005389
1453997_a_at	AK012622
1453998_at	AK014888
1453999_at	AK017495
1454000_s_at	BE282424
1454001_at	BE334842
1454002_at	AK012512
1454003_at	AK009650
1454004_at	AV288734
1454005_at	AK009224
1454006_a_at	AK016964
1454007_a_at	AK020384
1454008_at	AK008118
1454009_at	AK005784
1454010_a_at	AK006332
1454011_a_at	AK011530
1454012_a_at	AK021076
1454013_at	AK007938
1454014_a_at	AK004987
1454015_a_at	AK016527
1454016_at	AK016576
1454017_at	AK014856
1454018_at	AK014829
1454019_at	AK016549
1454020_at	AK019764
1454021_a_at	AK017621
1454022_at	AK017630
1454023_a_at	AK006466
1454024_at	AK015292
1454025_at	AK017475
1454026_a_at	AK015722
1454027_at	AK019619
1454028_at	AK016424
1454029_at	AK015267
1454030_at	AK018652
1454031_at	AK009532
1454032_at	AK017458
1454033_at	AK005692
1454034_a_at	AK013252
1454035_at	AK014027
1454036_a_at	AK014891
1454037_a_at	AK005502
1454038_at	AK014652
1454039_at	AK014907
1454040_at	AK019984
1454041_at	AK015781
1454042_a_at	AK015754
1454043_a_at	AK015412
1454044_a_at	AK005315
1454045_a_at	AK016901
1454046_x_at	AK016901
1454047_a_at	AK012710
1454048_a_at	AK016443
1454049_at	AK016931
1454050_at	AK014936
1454051_at	AK011185
1454052_at	AK015939
1454053_at	AK017792
1454054_at	AK015488
1454055_at	AK005564
1454056_at	AK018490
1454057_at	AK015531
1454058_at	AK016433
1454059_at	AK016439
1454060_a_at	AK010412
1454061_at	AK017246
1454062_at	AK016612
1454063_at	AK016789
1454064_a_at	AK013419
1454065_at	AK016189
1454066_at	AK014426
1454067_a_at	AK016432
1454068_at	AK015535
1454069_at	AK018495
1454070_a_at	AK014975
1454071_at	AK014121
1454072_at	AK014627
1454073_at	AK015461
1454074_a_at	AK005213
1454075_s_at	BC021366
1454076_at	AK014767
1454077_at	AK014541
1454078_a_at	AK002510
1454079_at	AK016591
1454080_at	AK014702
1454081_at	AK016846
1454082_a_at	AK010828
1454083_at	AK015347
1454084_a_at	AK018606
1454085_at	AK016750
1454086_a_at	AK013416
1454087_at	AK012848
1454088_at	AK017240
1454089_at	AK017014
1454090_at	AK012307
1454091_at	AK005540
1454092_a_at	AK017176
1454093_at	AK017086
1454094_at	AK015549
1454095_at	AK016323
1454096_a_at	AK015061
1454097_at	AK015254
1454098_at	AK016338
1454099_at	AK017132
1454100_at	AK015598
1454101_at	AK016607
1454102_at	AK017143
1454103_at	AK013574
1454104_a_at	AK015196
1454105_at	AK017327
1454106_a_at	AK017941
1454107_a_at	AK016720
1454108_at	AK015891
1454109_a_at	AK017622
1454110_at	AK015112
1454111_at	AK015073
1454112_a_at	AK012779
1454113_at	AK015558
1454114_a_at	AK015318
1454115_at	AK016280
1454116_a_at	AK002299
1454117_at	AK019938
1454118_at	AK017917
1454119_at	AK010697
1454120_a_at	AK016709
1454121_x_at	AK006197
1454122_at	AK014636
1454123_at	AK015208
1454124_at	AK006917
1454125_a_at	AK016977
1454126_at	AK002931
1454127_at	AK003123
1454128_at	AK015127
1454129_at	AK016834
1454130_at	AK019592
1454131_at	AK016455
1454132_at	AK020188
1454133_s_at	AK014957
1454134_at	AK017555
1454135_at	AK015485
1454136_a_at	AK013123
1454137_s_at	AK009636
1454138_a_at	AK021186
1454139_at	AK015101
1454140_at	AK017085
1454141_at	AK017568
1454142_a_at	AK011891
1454143_at	AK015362
1454144_a_at	AK014079
1454145_at	AK011427
1454146_at	AK020588
1454147_at	AK013191
1454148_at	AK015368
1454149_a_at	AK008585
1454150_at	AK015456
1454151_at	AK019962
1454152_a_at	AK020792
1454153_at	AK016148
1454154_at	AK016833
1454155_at	AK015664
1454156_at	AK020712
1454157_a_at	AK004232
1454158_at	AK012883
1454159_a_at	AK011784
1454160_at	AK019561
1454161_s_at	AK002308
1454162_at	AK015835
1454163_at	AK017586
1454164_at	AK014951
1454165_at	AK006351
1454166_at	AK006663
1454167_at	AK007114
1454168_a_at	AK006072
1454169_a_at	AK017174
1454170_at	AK021364
1454171_x_at	AK020608
1454172_at	AK020114
1454173_at	AK020787
1454174_a_at	AK021190
1454175_at	AK015817
1454176_at	AK013216
1454177_at	AK016405
1454178_at	AK011565
1454179_at	AK015628
1454180_at	AK011447
1454181_at	AK015837
1454182_at	AK019946
1454183_at	AK005626
1454184_a_at	AK011359
1454185_at	AK017079
1454186_a_at	AK021302
1454187_at	AK007293
1454188_at	AK014842
1454189_at	AK016164
1454190_at	AK020677
1454191_at	AK020699
1454192_at	AK006446
1454193_at	AK017255
1454194_at	AK020366
1454195_at	AK017041
1454196_at	AK016245
1454197_a_at	AK016771
1454198_a_at	AK015866
1454199_at	AK005982
1454200_at	AK012377
1454201_a_at	AK014201
1454202_a_at	AK006856
1454203_at	AK006856
1454204_at	AK015361
1454205_at	AK015411
1454206_a_at	AK020649
1454207_at	AK021247
1454208_at	AK015618
1454209_at	AK020734
1454210_at	AK016974
1454211_a_at	AK003320
1454212_x_at	AK019629
1454213_at	AK019512
1454214_a_at	AK010555
1454215_at	AK010436
1454216_at	AK015110
1454217_at	AK016152
1454218_at	AK015093
1454219_at	AK013295
1454220_at	AK020392
1454221_a_at	AK015046
1454222_a_at	AK013632
1454223_at	AK016880
1454224_at	AK008491
1454225_s_at	AK012700
1454226_at	AK016429
1454227_at	AK015389
1454228_a_at	AK010251
1454229_a_at	AK015831
1454230_a_at	AK021314
1454231_a_at	AK015037
1454232_at	AK020441
1454233_at	AK009188
1454234_at	AK007170
1454235_a_at	AK006421
1454236_a_at	AK012261
1454237_at	AK016416
1454238_a_at	AK005827
1454239_at	AK016301
1454240_at	AK020550
1454241_at	AK012504
1454242_at	AK010217
1454243_at	AK008991
1454244_at	AK021211
1454245_at	AK015672
1454246_at	AK006263
1454247_a_at	AK008784
1454248_at	AK006670
1454249_at	AK021319
1454250_at	AK016259
1454251_at	AK006597
1454252_at	AK020207
1454253_at	AK007812
1454254_s_at	AK002767
1454255_at	AK019948
1454256_s_at	AK004415
1454257_at	AK008871
1454258_at	AK003565
1454259_s_at	AK019817
1454260_at	AK015669
1454261_at	AK021412
1454262_at	AK007274
1454263_at	AK016252
1454264_at	AK009853
1454265_a_at	AK011569
1454266_at	AK006929
1454267_a_at	AK008023
1454268_a_at	AK018713
1454269_s_at	AK015845
1454270_at	AK021365
1454271_at	AK007475
1454272_at	AK020680
1454273_at	AK006338
1454274_at	AK019803
1454275_at	AK007819
1454276_at	AK006226
1454277_at	AK006745
1454278_at	AK020766
1454279_at	AA144866
1454280_at	AV363099
1454281_at	BB612890
1454282_at	AK006986
1454283_at	BB440224
1454284_at	BB664333
1454285_at	AK013639
1454286_at	AV007471
1454287_at	AI131964
1454288_at	BB032042
1454289_at	BF166706
1454290_at	AW912387
1454291_at	BB015222
1454292_at	AV139332
1454293_at	AK011956
1454294_at	BB105009
1454295_at	BB041915
1454296_at	AA739023
1454297_at	AA739023
1454298_at	AV275696
1454299_at	AV250295
1454300_at	AK016885
1454301_at	BB532219
1454302_at	AV174454
1454303_at	BB626346
1454304_at	BB626346
1454305_at	AV315574
1454306_at	BB614236
1454307_at	AV059466
1454308_at	BB099606
1454309_at	BB646622
1454310_at	BB034128
1454311_at	BB029361
1454312_at	BE859789
1454313_at	AK014017
1454314_at	AV044111
1454315_at	BB660516
1454316_at	AV314845
1454317_at	AK016558
1454318_at	AV231835
1454319_at	AK019557
1454320_at	AK020016
1454321_at	AV029466
1454322_at	AK016655
1454323_at	AV315916
1454324_at	AK015639
1454325_at	AK015639
1454326_at	AV041343
1454327_at	AK016992
1454328_at	AV154271
1454329_at	AK016822
1454330_at	AK016822
1454331_at	BB104606
1454332_at	AK020062
1454333_at	BB541886
1454334_at	AK013051
1454335_at	AV376713
1454336_at	AK013273
1454337_at	AK018247
1454338_at	BB541200
1454339_at	AV270738
1454340_at	AK020570
1454341_at	AV278881
1454342_at	AK021053
1454343_at	AV348726
1454344_at	AK014708
1454345_at	AV205672
1454346_at	AK016008
1454347_at	AK016008
1454348_at	AK016713
1454349_at	AK013447
1454350_at	AV381549
1454351_at	AK017064
1454352_at	BB280937
1454353_at	AK014733
1454354_at	BB068813
1454355_at	AK007576
1454356_at	AK007576
1454357_at	AV168333
1454358_at	AV154314
1454359_at	AK020568
1454360_at	AV261123
1454361_at	AK020322
1454362_at	AV363799
1454363_at	AK020529
1454364_at	BB110590
1454365_at	AK016124
1454366_at	AV249817
1454367_at	AV260466
1454368_at	AK012463
1454369_a_at	AV166177
1454370_at	BB015975
1454371_at	AK005920
1454372_at	AK019867
1454373_x_at	BI653033
1454374_at	AK017674
1454375_at	AK017674
1454376_at	AK014675
1454377_at	AK012542
1454378_at	AK012300
1454379_at	AK017499
1454380_at	AK013935
1454381_at	AK017200
1454382_at	BB626348
1454383_at	AK017390
1454384_at	AV153710
1454385_at	AK006097
1454386_at	AV338762
1454387_at	AK014690
1454388_at	AW146388
1454389_at	W98583
1454390_at	W98583
1454391_at	BB630823
1454392_at	BB174628
1454393_at	AK009865
1454394_at	AK016541
1454395_at	AK014550
1454396_at	AK014560
1454397_at	AK019501
1454398_at	AK016552
1454399_at	AK008065
1454400_at	AK014604
1454401_at	AK017710
1454402_at	AK014195
1454403_at	AK015514
1454404_at	AK011375
1454405_at	AK015453
1454406_at	AK015453
1454407_at	AK015328
1454408_at	AK016038
1454409_at	AK014666
1454410_at	AK018677
1454411_at	AK019801
1454412_at	AK013077
1454413_at	AK016894
1454414_at	AK017755
1454415_at	AK019904
1454416_at	AK017867
1454417_at	AK016741
1454418_at	AK019900
1454419_at	AK015985
1454420_at	AK017589
1454421_at	AK015187
1454422_at	AK015477
1454423_at	AK015425
1454424_at	AK011729
1454425_at	AK018068
1454426_at	AK015840
1454427_at	AK015517
1454428_at	AK015517
1454429_at	AK018030
1454430_at	AK018171
1454431_at	AK018556
1454432_at	AK016877
1454433_at	AK018221
1454434_at	AK018539
1454435_at	AK017428
1454436_at	AK014826
1454437_at	AK016790
1454438_at	AK017093
1454439_at	AK014727
1454440_at	AK019580
1454441_at	AK017785
1454442_at	AK017785
1454443_at	AK014679
1454444_at	AK017501
1454445_at	AK017366
1454446_at	AK016215
1454447_at	AK017969
1454448_at	AK013549
1454449_at	AK018405
1454450_at	AK016277
1454451_at	AK019920
1454452_at	AK016970
1454453_at	AK011377
1454454_at	AK014085
1454455_at	AK018336
1454456_at	AK018336
1454457_at	AK015342
1454458_at	AK018099
1454459_at	AK016876
1454460_at	AK017612
1454461_at	AK017968
1454462_at	AK018289
1454463_at	AK014187
1454464_at	AK012529
1454465_at	AK017970
1454466_at	AK016725
1454467_at	AK015044
1454468_at	AK017393
1454469_at	AK017393
1454470_at	AK015076
1454471_at	AK014233
1454472_at	AK013843
1454473_at	AK017046
1454474_at	AK017046
1454475_at	AK014962
1454476_at	AK016971
1454477_at	AK017429
1454478_at	AK013917
1454479_at	AK017129
1454480_at	AK017129
1454481_at	AK015344
1454482_at	AK018053
1454483_at	AK018265
1454484_at	AK016895
1454485_at	AK015474
1454486_at	AK020537
1454487_at	AK018065
1454488_at	AK015964
1454489_at	AK015783
1454490_at	AK015186
1454491_at	AK013628
1454492_at	AK018425
1454493_at	AK017191
1454494_at	AK017998
1454495_at	AK015287
1454496_at	AK017142
1454497_at	AK017231
1454498_at	AK020358
1454499_at	AK017001
1454500_at	AK018200
1454501_at	AK018200
1454502_at	AK013567
1454503_at	AK020241
1454504_at	AK013657
1454505_at	AK018237
1454506_at	AK018453
1454507_at	AK018453
1454508_at	AK015625
1454509_at	AK015377
1454510_at	AK013612
1454511_at	AK020423
1454512_at	AK020423
1454513_at	AK020451
1454514_at	AK017563
1454515_at	AK017335
1454516_at	AK015194
1454517_at	AK021065
1454518_at	AK015242
1454519_at	AK015242
1454520_at	AK017930
1454521_at	AK013121
1454522_at	AK016289
1454523_at	AK021269
1454524_at	AK010184
1454525_at	AK020415
1454526_at	AK020415
1454527_at	AK018468
1454528_at	AK020846
1454529_at	AK015821
1454530_at	AK015656
1454531_at	AK021141
1454532_at	AK021141
1454533_at	AK020505
1454534_at	AK011594
1454535_at	AK020789
1454536_at	AK016747
1454537_at	AK016139
1454538_at	AK021348
1454539_at	AK016844
1454540_at	AK020342
1454541_at	AK014943
1454542_at	AK020387
1454543_at	AK018792
1454544_at	AK020650
1454545_at	AK016639
1454546_at	AK016639
1454547_at	AK009831
1454548_at	AK006645
1454549_at	AK013482
1454550_at	AK015588
1454551_at	AK020585
1454552_at	AK015479
1454553_at	AK015734
1454554_at	AK020375
1454555_at	AK015560
1454556_at	AK012449
1454557_at	AK020125
1454558_at	AK017313
1454559_at	AK017399
1454560_at	AK015846
1454561_at	AK020508
1454562_at	AK015649
1454563_at	AK016287
1454564_at	AK016604
1454565_at	AK021154
1454566_at	AK006313
1454567_at	AK016653
1454568_at	AK020077
1454569_at	AK015601
1454570_at	AK017963
1454571_at	AK020933
1454572_at	AK013093
1454573_at	AK016793
1454574_at	AK021261
1454575_at	AK017599
1454576_at	AK020707
1454577_at	AK016211
1454578_at	AK020073
1454579_at	AK015570
1454580_at	AK015547
1454581_at	AK019908
1454582_at	AK021311
1454583_at	AK012854
1454584_at	AK012854
1454585_at	AK004381
1454586_at	AK005121
1454587_at	AK020396
1454588_at	AK020405
1454589_at	AK020405
1454590_at	AK020873
1454591_at	AK015170
1454592_at	AK020412
1454593_at	AK018025
1454594_at	AK013802
1454595_at	AK015439
1454596_at	AK013453
1454597_at	AK015192
1454598_at	AK019583
1454599_at	AK019583
1454600_at	AK020658
1454601_at	AK020225
1454602_s_at	AA967305
1454603_a_at	AA967305
1454604_s_at	BB072896
1454605_a_at	BB208212
1454606_at	BF144564
1454607_s_at	AV216491
1454608_x_at	BG141874
1454609_x_at	BB770958
1454610_at	BI689183
1454611_a_at	BB058862
1454612_at	BI656279
1454613_at	AV162270
1454614_at	C87702
1454615_x_at	BG228598
1454616_at	AV030071
1454617_at	BG072824
1454618_at	AU016322
1454619_at	BB500115
1454620_x_at	AV213405
1454621_s_at	BI556043
1454622_at	BG066984
1454623_at	BG141511
1454624_at	AV260555
1454625_at	BG073473
1454626_at	BM211219
1454627_a_at	AV110871
1454628_at	BE957307
1454629_at	BE957307
1454630_at	BB282890
1454631_at	BI689897
1454632_at	AV328515
1454633_at	BG066916
1454634_at	BG967956
1454635_at	BB321995
1454636_at	AV114188
1454637_at	BM942651
1454638_a_at	AW106920
1454639_x_at	BI694945
1454640_at	BI692256
1454641_at	BI654095
1454642_a_at	BB230296
1454643_at	BI408204
1454644_at	BB352467
1454645_at	BB478955
1454646_at	BM245221
1454647_at	BQ031255
1454648_s_at	AV025581
1454649_at	AV003635
1454650_at	BQ175280
1454651_x_at	BE994609
1454652_at	AV221867
1454653_at	BB274531
1454654_at	BG069395
1454655_at	BB094429
1454656_at	AV271736
1454657_s_at	BG083730
1454658_at	BI408416
1454659_at	BG069699
1454660_at	BB367590
1454661_at	AU080319
1454662_at	BG070862
1454663_at	BQ176989
1454664_a_at	BQ176989
1454665_at	BB183385
1454666_at	AV230488
1454667_at	AI314167
1454668_at	BE986806
1454669_at	BG075225
1454670_at	AW556696
1454671_at	BB005488
1454672_at	BE952212
1454673_at	BM207372
1454674_at	AU067669
1454675_at	BI076689
1454676_s_at	BB452539
1454677_at	BF168458
1454678_s_at	BI149851
1454679_at	BG068420
1454680_at	BG073020
1454681_at	BG070112
1454682_at	BE994111
1454683_at	AV327910
1454684_at	BG074932
1454685_at	BQ177047
1454686_at	BM248225
1454687_at	BB371739
1454688_x_at	AV103299
1454689_at	BG071865
1454690_at	BB147462
1454691_at	BB336165
1454692_x_at	BB722680
1454693_at	BQ176116
1454694_a_at	BM211413
1454695_at	BQ176396
1454696_at	BG071068
1454697_at	AI226757
1454698_at	BG075943
1454699_at	BG076140
1454700_at	BB093349
1454701_at	AI450962
1454702_at	AI450962
1454703_x_at	BF163381
1454704_at	BI106458
1454705_at	BM235412
1454706_at	AV313671
1454707_at	BB124070
1454708_at	BG065289
1454709_at	BG075363
1454710_at	BE456717
1454711_at	BB080177
1454712_at	AW212577
1454713_s_at	BG072171
1454714_x_at	AA561726
1454715_at	BB170143
1454716_x_at	AA960638
1454717_at	BB401190
1454718_at	BB136042
1454719_at	BG075392
1454720_at	AV328620
1454721_at	AV257687
1454722_at	BG792618
1454723_at	AV141095
1454724_x_at	AV173092
1454725_at	BG069073
1454726_s_at	AV254040
1454727_at	BB106834
1454728_s_at	AW610650
1454729_at	BB293313
1454730_at	AV273867
1454731_at	BB794772
1454732_at	AV340862
1454733_at	BB138330
1454734_at	AV156352
1454735_at	BB450471
1454736_at	BM119297
1454737_at	AV295798
1454738_x_at	BG971031
1454739_at	BB754492
1454740_at	BG063791
1454741_s_at	BG064061
1454742_at	BB003229
1454743_at	BQ177153
1454744_at	BG073400
1454745_at	BG074320
1454746_at	BB528702
1454747_a_at	BB229004
1454748_at	AI174034
1454749_at	BG069597
1454750_a_at	BG069746
1454751_at	BM247306
1454752_at	AV307961
1454753_at	BB540667
1454754_a_at	BF468097
1454755_at	AV375361
1454756_at	BB763476
1454757_s_at	AW554405
1454758_a_at	AU016382
1454759_at	AV230461
1454760_at	AW543705
1454761_at	BI408618
1454762_at	BM932447
1454763_at	AW536361
1454764_s_at	BF165681
1454765_at	AW549348
1454766_at	BG075041
1454767_at	BB359828
1454768_at	AV337635
1454769_at	BB314680
1454770_at	AV221910
1454771_at	AW060701
1454772_at	AI327392
1454773_at	BQ175050
1454774_at	BF141180
1454775_at	AW548891
1454776_at	BB409568
1454777_at	BB553107
1454778_x_at	AV206017
1454779_s_at	BG072034
1454780_at	AV238718
1454781_x_at	BB506415
1454782_at	BE979636
1454783_at	BI081033
1454784_at	AV340742
1454785_at	BE951717
1454786_at	AV327520
1454787_at	AI875447
1454788_at	BQ176306
1454789_x_at	BB085604
1454790_at	BG072960
1454791_a_at	AU040918
1454792_s_at	BB293127
1454793_x_at	AV025424
1454794_at	AV298495
1454795_at	AV080881
1454796_at	C77487
1454797_at	AW556098
1454798_at	AW556301
1454799_at	AV300264
1454800_at	BF319573
1454801_at	BG066840
1454802_x_at	BB140664
1454803_a_at	BB183559
1454804_at	BB464493
1454805_at	AV141160
1454806_at	AV228737
1454807_a_at	BB414983
1454808_at	BQ176617
1454809_at	BE686893
1454810_s_at	BI453502
1454811_a_at	AV026664
1454812_at	AW825881
1454813_at	BG295413
1454814_s_at	BG064779
1454815_at	BI219769
1454816_at	BB431808
1454817_at	BG066921
1454818_at	BM021702
1454819_at	BQ031094
1454820_at	BB336266
1454821_at	BB424673
1454822_x_at	BB271021
1454823_at	AV222037
1454824_s_at	BB699957
1454825_at	BI412086
1454826_at	BM195115
1454827_at	BG070415
1454828_at	AV024996
1454829_at	BB796494
1454830_at	AV010392
1454831_at	AV221013
1454832_at	BG228702
1454833_at	AI467654
1454834_at	BI687652
1454835_at	AV340515
1454836_at	BM118752
1454837_at	BB514333
1454838_s_at	BB323985
1454839_a_at	AV285979
1454840_at	BB548059
1454841_at	AV254619
1454842_a_at	AI853240
1454843_at	BM934034
1454844_at	AW049955
1454845_x_at	AW049955
1454846_at	AV227804
1454847_at	BG917242
1454848_at	BE628628
1454849_x_at	BB433678
1454850_at	AV060417
1454851_at	AV162817
1454852_at	BB795189
1454853_s_at	BF730263
1454854_at	AV000952
1454855_at	BQ176520
1454856_x_at	AV066335
1454857_at	AW551457
1454858_x_at	AV171622
1454859_a_at	AV124394
1454860_x_at	BI966630
1454861_at	BB038251
1454862_at	AV253284
1454863_at	AV335903
1454864_at	BB478535
1454865_at	BB408147
1454866_s_at	BQ176424
1454867_at	BB234631
1454868_at	BB104462
1454869_at	BB274776
1454870_x_at	BB251205
1454871_at	BB776868
1454872_at	AW554529
1454873_at	BB667577
1454874_at	BG076293
1454875_a_at	BF011461
1454876_at	BB771587
1454877_at	BQ174721
1454878_at	BM936291
1454879_s_at	BM235411
1454880_s_at	BB212341
1454881_s_at	BQ084786
1454882_at	BB022070
1454883_at	AV375328
1454884_at	BG073185
1454885_at	BM211194
1454886_x_at	BB083438
1454887_at	AW537308
1454888_at	BF531162
1454889_x_at	BB711990
1454890_at	BG067039
1454891_at	BM214378
1454892_at	AW543558
1454893_at	BB765852
1454894_at	BB139801
1454895_at	BM225040
1454896_at	BM235554
1454897_at	AV330057
1454898_s_at	AU016407
1454899_at	BB089138
1454900_s_at	AW107953
1454901_at	BG069663
1454902_at	BB430502
1454903_at	BB151515
1454904_at	BG976607
1454905_at	BM250711
1454906_at	BB266455
1454907_at	AA709993
1454908_x_at	AA709993
1454909_at	BQ176888
1454910_at	BI408909
1454911_at	BG070187
1454912_at	BE951484
1454913_at	BE951725
1454914_at	BM247469
1454915_at	BB032142
1454916_s_at	AV087417
1454917_at	BB795206
1454918_at	BB794868
1454919_at	BF682870
1454920_at	BQ266387
1454921_at	AV111575
1454922_at	BM246326
1454923_at	BQ175964
1454924_at	BG067296
1454925_x_at	AI608477
1454926_at	AV327549
1454927_at	BB022304
1454928_at	BI415208
